Year,ZipCode,fpPopulation,Population,dif,pctDiff
2011,98320,1214.293,1259.099,-44.806,-0.036
2012,98320,1222.666,1269.856,-47.19,-0.037
2013,98320,1222.689,1269.154,-46.465,-0.037
2014,98320,1246.024,1293.134,-47.11,-0.036
2015,98320,1252.306,1300.171,-47.865,-0.037
2016,98320,1273.145,1318.546,-45.4,-0.034
2017,98320,1287.067,1334.572,-47.505,-0.036
2018,98320,1281.142,1329.2,-48.058,-0.036
2019,98320,1292.439,1338.931,-46.492,-0.035
2020,98320,1286.475,1330.065,-43.59,-0.033
2011,98321,15639.274,16784.717,-1145.443,-0.068
2012,98321,15632.197,16816.363,-1184.167,-0.07
2013,98321,15634.689,16907.95,-1273.261,-0.075
2014,98321,15589.265,16946.62,-1357.355,-0.08
2015,98321,15589.93,16628.787,-1038.857,-0.062
2016,98321,15793.901,16939.991,-1146.091,-0.068
2017,98321,16038.63,16837.37,-798.74,-0.047
2018,98321,16272.79,17167.482,-894.692,-0.052
2019,98321,16601.23,17339.638,-738.409,-0.043
2020,98321,16893.257,17698.053,-804.796,-0.045
2011,98323,820.654,673.295,147.359,0.219
2012,98323,809.024,663.548,145.476,0.219
2013,98323,807.851,663.747,144.104,0.217
2014,98323,806.003,662.925,143.078,0.216
2015,98323,809.986,666.593,143.393,0.215
2016,98323,830.962,685.901,145.061,0.211
2017,98323,863.281,712.04,151.241,0.212
2018,98323,863.779,711.069,152.711,0.215
2019,98323,862.243,896.618,-34.375,-0.038
2020,98323,877.806,923.51,-45.704,-0.049
2011,98325,1638.374,1617.65,20.724,0.013
2012,98325,1652.108,1620.235,31.874,0.02
2013,98325,1669.075,1626.894,42.181,0.026
2014,98325,1691.45,1639.249,52.201,0.032
2015,98325,1711.841,1649.319,62.522,0.038
2016,98325,1729.991,1657.806,72.185,0.044
2017,98325,1743.283,1660.992,82.291,0.05
2018,98325,1768.165,1678.049,90.116,0.054
2019,98325,1793.083,1693.702,99.381,0.059
2020,98325,1819.646,1707.897,111.75,0.065
2011,98326,1353.032,1446.903,-93.871,-0.065
2012,98326,1280.557,1451.12,-170.564,-0.118
2013,98326,1188.875,1433.925,-245.05,-0.171
2014,98326,1093.58,1411.116,-317.536,-0.225
2015,98326,1028.282,1437.3,-409.018,-0.285
2016,98326,947.636,1440.362,-492.726,-0.342
2017,98326,865.24,1445.055,-579.815,-0.401
2018,98326,774.354,1425.305,-650.951,-0.457
2019,98326,680.18,1374.531,-694.351,-0.505
2020,98326,597.607,1369.843,-772.236,-0.564
2011,98327,8548.669,8381.552,167.117,0.02
2012,98327,8786.263,8579.24,207.023,0.024
2013,98327,9102.771,8783.48,319.291,0.036
2014,98327,9371.697,9301.122,70.575,0.008
2015,98327,9436.422,9366.719,69.703,0.007
2016,98327,9530.119,9454.04,76.078,0.008
2017,98327,9606.271,9506.467,99.805,0.01
2018,98327,9626.096,9513.156,112.94,0.012
2019,98327,9705.626,9556.566,149.059,0.016
2020,98327,10275.779,9655.993,619.786,0.064
2011,98328,10117.413,10231.782,-114.37,-0.011
2012,98328,10115.09,10312.644,-197.553,-0.019
2013,98328,10114.379,10403.833,-289.453,-0.028
2014,98328,10054.138,10426.813,-372.675,-0.036
2015,98328,10001.443,10460.947,-459.505,-0.044
2016,98328,10045.735,10582.837,-537.102,-0.051
2017,98328,10119.798,10760.618,-640.82,-0.06
2018,98328,10171.101,10883.398,-712.296,-0.065
2019,98328,10245.316,11050.862,-805.546,-0.073
2020,98328,10339.269,11222.077,-882.808,-0.079
2011,98329,10507.158,10698.768,-191.61,-0.018
2012,98329,10480.573,10757.933,-277.36,-0.026
2013,98329,10471.037,10835.142,-364.104,-0.034
2014,98329,10384.358,10827.517,-443.159,-0.041
2015,98329,10399.77,10930.976,-531.206,-0.049
2016,98329,10431.204,11040.0,-608.797,-0.055
2017,98329,10507.951,11202.358,-694.407,-0.062
2018,98329,10527.934,11316.422,-788.489,-0.07
2019,98329,10660.522,11552.315,-891.793,-0.077
2020,98329,10728.74,11715.526,-986.786,-0.084
2011,98330,287.321,313.332,-26.011,-0.083
2012,98330,283.609,291.658,-8.049,-0.028
2013,98330,280.306,292.803,-12.497,-0.043
2014,98330,279.839,296.303,-16.464,-0.056
2015,98330,281.853,304.118,-22.265,-0.073
2016,98330,278.547,306.884,-28.337,-0.092
2017,98330,279.322,309.683,-30.361,-0.098
2018,98330,277.249,315.624,-38.375,-0.122
2019,98330,278.021,321.049,-43.029,-0.134
2020,98330,274.891,323.419,-48.528,-0.15
2011,98331,6255.154,6355.661,-100.507,-0.016
2012,98331,6279.66,6416.796,-137.136,-0.021
2013,98331,6269.144,6441.682,-172.538,-0.027
2014,98331,6248.937,6452.36,-203.423,-0.032
2015,98331,6215.149,6455.772,-240.623,-0.037
2016,98331,6227.17,6496.532,-269.362,-0.041
2017,98331,6232.371,6532.299,-299.928,-0.046
2018,98331,6256.922,6587.157,-330.236,-0.05
2019,98331,6260.258,6627.384,-367.126,-0.055
2020,98331,6285.151,6685.59,-400.438,-0.06
2011,98332,15674.103,15928.393,-254.29,-0.016
2012,98332,15797.407,16108.383,-310.976,-0.019
2013,98332,16040.775,16409.553,-368.778,-0.022
2014,98332,16360.007,16784.845,-424.838,-0.025
2015,98332,16776.521,17260.121,-483.599,-0.028
2016,98332,17308.922,17834.288,-525.365,-0.029
2017,98332,18033.582,18594.697,-561.116,-0.03
2018,98332,18956.799,19475.729,-518.93,-0.027
2019,98332,19522.066,20075.172,-553.106,-0.028
2020,98332,19993.683,20594.138,-600.455,-0.029
2011,98333,3480.421,3644.707,-164.286,-0.045
2012,98333,3482.565,3683.264,-200.699,-0.054
2013,98333,3473.279,3709.965,-236.686,-0.064
2014,98333,3457.569,3728.041,-270.472,-0.073
2015,98333,3468.056,3776.949,-308.893,-0.082
2016,98333,3490.34,3835.994,-345.654,-0.09
2017,98333,3514.679,3896.236,-381.557,-0.098
2018,98333,3547.571,3967.843,-420.272,-0.106
2019,98333,3596.534,4064.883,-468.349,-0.115
2020,98333,3663.04,4177.822,-514.782,-0.123
2011,98335,24463.156,25023.532,-560.376,-0.022
2012,98335,24431.095,25126.736,-695.641,-0.028
2013,98335,24551.254,25401.705,-850.45,-0.033
2014,98335,24451.957,25425.164,-973.207,-0.038
2015,98335,24718.203,25847.415,-1129.212,-0.044
2016,98335,25010.674,26287.367,-1276.694,-0.049
2017,98335,25409.255,26820.804,-1411.55,-0.053
2018,98335,25721.713,27230.308,-1508.595,-0.055
2019,98335,26108.899,27797.855,-1688.956,-0.061
2020,98335,26391.915,28232.594,-1840.679,-0.065
2011,98336,1088.165,1099.875,-11.71,-0.011
2012,98336,1079.135,1104.314,-25.179,-0.023
2013,98336,1071.254,1110.486,-39.232,-0.035
2014,98336,1061.553,1113.823,-52.27,-0.047
2015,98336,1051.697,1117.234,-65.538,-0.059
2016,98336,1017.824,1095.738,-77.914,-0.071
2017,98336,1005.078,1095.793,-90.715,-0.083
2018,98336,1004.827,1109.454,-104.627,-0.094
2019,98336,1008.354,1128.937,-120.583,-0.107
2020,98336,997.152,1130.705,-133.553,-0.118
2011,98337,10001.551,10251.595,-250.044,-0.024
2012,98337,10204.207,10724.779,-520.572,-0.049
2013,98337,8924.096,9254.518,-330.423,-0.036
2014,98337,9045.591,9610.584,-564.993,-0.059
2015,98337,9348.955,10259.73,-910.775,-0.089
2016,98337,9419.423,10494.809,-1075.385,-0.102
2017,98337,9277.343,10564.367,-1287.024,-0.122
2018,98337,9265.009,10650.716,-1385.707,-0.13
2019,98337,9283.543,10823.572,-1540.029,-0.142
2020,98337,9183.989,10489.833,-1305.844,-0.124
2011,98338,25899.993,25924.615,-24.623,-0.001
2012,98338,26462.142,26475.814,-13.673,-0.001
2013,98338,26880.559,26991.082,-110.523,-0.004
2014,98338,27206.819,27332.28,-125.461,-0.005
2015,98338,27674.235,27912.607,-238.372,-0.009
2016,98338,28103.724,28331.667,-227.943,-0.008
2017,98338,28514.996,28745.798,-230.802,-0.008
2018,98338,28952.47,29228.512,-276.043,-0.009
2019,98338,29598.139,30008.778,-410.638,-0.014
2020,98338,30031.195,30488.573,-457.378,-0.015
2011,98339,3425.994,3477.7,-51.706,-0.015
2012,98339,3453.145,3498.719,-45.574,-0.013
2013,98339,3470.776,3512.543,-41.768,-0.012
2014,98339,3516.401,3549.382,-32.981,-0.009
2015,98339,3529.231,3553.695,-24.464,-0.007
2016,98339,3557.347,3575.39,-18.043,-0.005
2017,98339,3593.136,3609.048,-15.912,-0.004
2018,98339,3600.615,3612.833,-12.218,-0.003
2019,98339,3628.599,3633.2,-4.601,-0.001
2020,98339,3675.32,3671.894,3.426,0.001
2011,98340,2243.963,2375.839,-131.875,-0.056
2012,98340,2217.708,2362.415,-144.706,-0.061
2013,98340,2212.71,2371.622,-158.912,-0.067
2014,98340,2217.14,2391.357,-174.217,-0.073
2015,98340,2232.43,2421.814,-189.384,-0.078
2016,98340,2260.145,2470.437,-210.292,-0.085
2017,98340,2269.267,2496.342,-227.075,-0.091
2018,98340,2288.226,2536.357,-248.13,-0.098
2019,98340,2327.029,2596.156,-269.127,-0.104
2020,98340,2360.918,2652.761,-291.843,-0.11
2011,98342,1507.153,1560.445,-53.292,-0.034
2012,98342,1495.639,1561.395,-65.756,-0.042
2013,98342,1490.587,1572.991,-82.404,-0.052
2014,98342,1486.88,1590.031,-103.151,-0.065
2015,98342,1482.891,1601.332,-118.44,-0.074
2016,98342,1485.9,1620.663,-134.763,-0.083
2017,98342,1491.357,1646.121,-154.764,-0.094
2018,98342,1489.481,1658.683,-169.202,-0.102
2019,98342,1474.64,1656.837,-182.197,-0.11
2020,98342,1483.654,1684.626,-200.972,-0.119
2011,98345,533.932,556.374,-22.443,-0.04
2012,98345,512.82,535.229,-22.409,-0.042
2013,98345,515.067,539.027,-23.96,-0.044
2014,98345,518.117,543.348,-25.231,-0.046
2015,98345,518.573,544.104,-25.53,-0.047
2016,98345,519.672,546.904,-27.231,-0.05
2017,98345,519.771,548.118,-28.347,-0.052
2018,98345,520.053,549.521,-29.467,-0.054
2019,98345,521.765,552.901,-31.136,-0.056
2020,98345,523.807,556.82,-33.013,-0.059
2011,98346,9611.763,9790.893,-179.13,-0.018
2012,98346,9602.434,9796.261,-193.827,-0.02
2013,98346,9697.474,9911.629,-214.155,-0.022
2014,98346,9813.832,10049.934,-236.102,-0.023
2015,98346,9855.645,10093.848,-238.204,-0.024
2016,98346,9961.103,10210.106,-249.003,-0.024
2017,98346,10109.356,10371.462,-262.106,-0.025
2018,98346,10218.355,10492.253,-273.898,-0.026
2019,98346,10349.903,10637.7,-287.797,-0.027
2020,98346,10459.77,10759.974,-300.204,-0.028
2011,98349,5102.624,5260.034,-157.409,-0.03
2012,98349,5111.936,5311.538,-199.603,-0.038
2013,98349,5114.465,5359.314,-244.85,-0.046
2014,98349,5079.274,5361.46,-282.185,-0.053
2015,98349,5060.43,5379.236,-318.806,-0.059
2016,98349,5073.734,5430.171,-356.437,-0.066
2017,98349,5131.018,5535.522,-404.504,-0.073
2018,98349,5175.91,5617.29,-441.38,-0.079
2019,98349,5259.259,5744.453,-485.193,-0.084
2020,98349,5345.916,5855.659,-509.743,-0.087
2011,98351,1107.067,1134.456,-27.389,-0.024
2012,98351,1125.938,1151.218,-25.28,-0.022
2013,98351,1139.826,1162.308,-22.483,-0.019
2014,98351,1138.749,1157.417,-18.667,-0.016
2015,98351,1157.165,1173.916,-16.751,-0.014
2016,98351,1172.753,1185.934,-13.182,-0.011
2017,98351,1195.848,1205.826,-9.978,-0.008
2018,98351,1207.385,1212.791,-5.406,-0.004
2019,98351,1240.319,1246.398,-6.079,-0.005
2020,98351,1272.72,1278.35,-5.63,-0.004
2011,98354,6936.306,6933.042,3.264,0.0
2012,98354,6965.203,6944.281,20.922,0.003
2013,98354,7034.574,6993.972,40.602,0.006
2014,98354,7115.184,7071.322,43.861,0.006
2015,98354,7214.282,7184.446,29.836,0.004
2016,98354,7238.534,7167.629,70.905,0.01
2017,98354,7441.923,7345.696,96.228,0.013
2018,98354,7456.941,7339.508,117.433,0.016
2019,98354,7491.918,7362.026,129.892,0.018
2020,98354,7549.292,7392.273,157.019,0.021
2011,98355,705.046,674.226,30.819,0.046
2012,98355,693.923,696.129,-2.206,-0.003
2013,98355,683.362,696.487,-13.126,-0.019
2014,98355,678.956,701.952,-22.996,-0.033
2015,98355,674.576,709.503,-34.927,-0.049
2016,98355,670.61,716.387,-45.777,-0.064
2017,98355,666.326,723.642,-57.316,-0.079
2018,98355,672.791,743.217,-70.426,-0.095
2019,98355,668.463,748.611,-80.148,-0.107
2020,98355,661.25,751.811,-90.561,-0.12
2011,98356,2015.52,2053.387,-37.867,-0.018
2012,98356,2005.07,2058.252,-53.182,-0.026
2013,98356,1985.358,2054.665,-69.307,-0.034
2014,98356,1970.881,2055.148,-84.267,-0.041
2015,98356,1964.887,2059.924,-95.037,-0.046
2016,98356,1948.979,2060.478,-111.499,-0.054
2017,98356,1937.884,2064.282,-126.398,-0.061
2018,98356,1955.677,2096.663,-140.986,-0.067
2019,98356,1955.519,2115.066,-159.547,-0.075
2020,98356,1973.954,2144.839,-170.885,-0.08
2011,98357,1314.261,0.0,1314.261,inf
2012,98357,1348.451,0.0,1348.451,inf
2013,98357,1382.203,0.0,1382.203,inf
2014,98357,1414.131,0.0,1414.131,inf
2015,98357,1446.201,0.0,1446.201,inf
2016,98357,1489.58,0.0,1489.58,inf
2017,98357,1531.538,0.0,1531.538,inf
2018,98357,1575.352,0.0,1575.352,inf
2019,98357,1617.029,1337.264,279.765,0.209
2020,98357,1656.215,1342.083,314.132,0.234
2011,98358,859.943,902.94,-42.997,-0.048
2012,98358,861.47,908.783,-47.313,-0.052
2013,98358,865.701,917.6,-51.899,-0.057
2014,98358,878.144,934.526,-56.382,-0.06
2015,98358,886.358,947.293,-60.935,-0.064
2016,98358,893.176,957.951,-64.775,-0.068
2017,98358,903.132,973.742,-70.61,-0.073
2018,98358,903.237,978.437,-75.2,-0.077
2019,98358,913.798,992.839,-79.041,-0.08
2020,98358,927.298,1011.097,-83.799,-0.083
2011,98359,4910.385,4909.513,0.872,0.0
2012,98359,4909.985,4916.863,-6.878,-0.001
2013,98359,4922.41,4942.277,-19.867,-0.004
2014,98359,4941.082,4960.829,-19.748,-0.004
2015,98359,4949.594,4974.777,-25.183,-0.005
2016,98359,5040.339,5081.194,-40.854,-0.008
2017,98359,5091.824,5146.615,-54.792,-0.011
2018,98359,5141.478,5210.562,-69.084,-0.013
2019,98359,5218.747,5309.672,-90.924,-0.017
2020,98359,5249.151,5358.083,-108.932,-0.02
2011,98360,12173.663,11884.778,288.886,0.024
2012,98360,12277.891,12156.182,121.709,0.01
2013,98360,12501.972,12333.264,168.708,0.014
2014,98360,12732.162,12509.333,222.829,0.018
2015,98360,13058.97,12792.927,266.043,0.021
2016,98360,13407.266,13083.393,323.873,0.025
2017,98360,13857.588,13452.035,405.553,0.03
2018,98360,14283.532,13775.138,508.394,0.037
2019,98360,14674.475,14138.155,536.32,0.038
2020,98360,15079.057,14486.278,592.779,0.041
2011,98361,896.967,844.491,52.475,0.062
2012,98361,896.876,872.299,24.577,0.028
2013,98361,880.832,887.273,-6.441,-0.007
2014,98361,865.956,894.093,-28.137,-0.031
2015,98361,849.116,902.154,-53.038,-0.059
2016,98361,827.041,903.108,-76.067,-0.084
2017,98361,821.936,1042.798,-220.863,-0.212
2018,98361,820.415,1072.044,-251.629,-0.235
2019,98361,829.49,1114.012,-284.521,-0.255
2020,98361,830.766,1145.183,-314.418,-0.275
2011,98362,22004.074,22210.342,-206.268,-0.009
2012,98362,22110.194,22326.351,-216.158,-0.01
2013,98362,22183.239,22371.93,-188.69,-0.008
2014,98362,22206.763,22376.517,-169.754,-0.008
2015,98362,22273.606,22412.691,-139.085,-0.006
2016,98362,22515.556,22614.328,-98.772,-0.004
2017,98362,22744.995,22803.806,-58.812,-0.003
2018,98362,22909.549,22933.848,-24.299,-0.001
2019,98362,23222.76,23234.745,-11.985,-0.001
2020,98362,23418.417,23403.715,14.702,0.001
2011,98363,13392.714,13387.467,5.247,0.0
2012,98363,13446.664,13393.082,53.582,0.004
2013,98363,13503.479,13426.571,76.908,0.006
2014,98363,13535.264,13442.804,92.46,0.007
2015,98363,13570.548,13469.134,101.413,0.008
2016,98363,13687.86,13569.591,118.269,0.009
2017,98363,13802.924,13671.218,131.706,0.01
2018,98363,13940.633,13807.02,133.613,0.01
2019,98363,14015.869,13876.471,139.398,0.01
2020,98363,14118.78,13978.105,140.675,0.01
2011,98364,72.291,0.0,72.291,inf
2012,98364,75.891,0.0,75.891,inf
2013,98364,80.595,0.0,80.595,inf
2014,98364,84.622,0.0,84.622,inf
2015,98364,88.799,0.0,88.799,inf
2016,98364,93.965,0.0,93.965,inf
2017,98364,99.042,0.0,99.042,inf
2018,98364,102.521,0.0,102.521,inf
2019,98364,104.042,0.0,104.042,inf
2020,98364,108.299,74.04,34.258,0.463
2011,98365,4398.441,4539.881,-141.44,-0.031
2012,98365,4413.34,4551.55,-138.211,-0.03
2013,98365,4406.218,4542.761,-136.544,-0.03
2014,98365,4464.911,4598.573,-133.662,-0.029
2015,98365,4499.076,4629.7,-130.625,-0.028
2016,98365,4543.266,4668.972,-125.706,-0.027
2017,98365,4623.309,4752.331,-129.022,-0.027
2018,98365,4711.985,4839.027,-127.042,-0.026
2019,98365,4783.995,4906.189,-122.194,-0.025
2020,98365,4840.227,4957.794,-117.566,-0.024
2011,98366,34258.234,34385.794,-127.56,-0.004
2012,98366,34444.999,34455.377,-10.378,-0.0
2013,98366,34382.526,34335.644,46.882,0.001
2014,98366,34561.155,34415.307,145.848,0.004
2015,98366,34786.067,34494.036,292.031,0.008
2016,98366,35223.841,34847.215,376.626,0.011
2017,98366,35555.473,35071.802,483.671,0.014
2018,98366,35852.974,35230.235,622.739,0.018
2019,98366,36199.129,35462.337,736.791,0.021
2020,98366,36683.987,35848.763,835.224,0.023
2011,98367,27952.272,28158.575,-206.303,-0.007
2012,98367,28135.434,28306.448,-171.013,-0.006
2013,98367,28390.085,28561.443,-171.358,-0.006
2014,98367,28803.191,28886.504,-83.313,-0.003
2015,98367,29089.866,29206.471,-116.605,-0.004
2016,98367,29445.215,29919.693,-474.479,-0.016
2017,98367,29827.954,30288.16,-460.206,-0.015
2018,98367,30032.085,30775.134,-743.048,-0.024
2019,98367,30482.271,30483.741,-1.47,-0.0
2020,98367,30942.242,30987.188,-44.946,-0.001
2011,98368,14875.267,14956.745,-81.479,-0.005
2012,98368,14967.91,14989.857,-21.947,-0.001
2013,98368,15090.475,15063.161,27.313,0.002
2014,98368,15378.542,15285.328,93.215,0.006
2015,98368,15521.607,15370.24,151.367,0.01
2016,98368,15702.485,15500.438,202.046,0.013
2017,98368,15850.372,15596.117,254.255,0.016
2018,98368,16017.552,15704.486,313.066,0.02
2019,98368,16203.207,15834.959,368.248,0.023
2020,98368,16406.08,15984.315,421.766,0.026
2011,98370,28800.685,29042.43,-241.745,-0.008
2012,98370,28804.943,29090.131,-285.188,-0.01
2013,98370,29103.65,29465.858,-362.208,-0.012
2014,98370,29316.061,29742.743,-426.682,-0.014
2015,98370,29543.33,29994.042,-450.712,-0.015
2016,98370,29903.782,30437.362,-533.58,-0.018
2017,98370,30320.045,30947.65,-627.604,-0.02
2018,98370,30666.94,31369.043,-702.103,-0.022
2019,98370,31094.209,31854.381,-760.172,-0.024
2020,98370,31435.13,32252.489,-817.359,-0.025
2011,98371,19914.257,19874.103,40.154,0.002
2012,98371,19986.772,19953.577,33.195,0.002
2013,98371,20004.027,19974.817,29.209,0.001
2014,98371,20142.141,20114.962,27.179,0.001
2015,98371,20218.814,20198.232,20.582,0.001
2016,98371,20597.32,20612.88,-15.56,-0.001
2017,98371,21092.439,21116.753,-24.314,-0.001
2018,98371,21609.995,21665.156,-55.162,-0.003
2019,98371,22109.386,22188.076,-78.69,-0.004
2020,98371,22525.572,22613.009,-87.436,-0.004
2011,98372,23064.861,23221.984,-157.123,-0.007
2012,98372,23333.617,23518.314,-184.697,-0.008
2013,98372,23619.804,23813.397,-193.593,-0.008
2014,98372,24022.037,24201.261,-179.224,-0.007
2015,98372,24252.906,24453.696,-200.789,-0.008
2016,98372,24666.215,24859.25,-193.035,-0.008
2017,98372,25362.304,25624.001,-261.698,-0.01
2018,98372,25853.17,26110.117,-256.947,-0.01
2019,98372,26142.349,26413.471,-271.122,-0.01
2020,98372,26838.043,27238.935,-400.892,-0.015
2011,98373,21619.423,21607.971,11.451,0.001
2012,98373,21844.743,21787.827,56.916,0.003
2013,98373,22175.282,22065.445,109.837,0.005
2014,98373,22704.982,22550.814,154.168,0.007
2015,98373,23052.952,22895.219,157.733,0.007
2016,98373,23435.795,23248.339,187.456,0.008
2017,98373,24102.722,23865.933,236.789,0.01
2018,98373,25313.195,25128.484,184.711,0.007
2019,98373,26499.471,26337.983,161.488,0.006
2020,98373,26996.136,26755.309,240.826,0.009
2011,98374,37888.006,37945.346,-57.341,-0.002
2012,98374,38173.13,38054.318,118.812,0.003
2013,98374,38502.817,38359.984,142.832,0.004
2014,98374,39010.612,38839.291,171.321,0.004
2015,98374,39738.445,39553.619,184.826,0.005
2016,98374,40688.933,40478.406,210.527,0.005
2017,98374,41596.977,41319.412,277.565,0.007
2018,98374,42607.384,42217.197,390.186,0.009
2019,98374,44673.31,43987.488,685.822,0.016
2020,98374,46857.337,46061.752,795.586,0.017
2011,98375,26988.05,26929.462,58.588,0.002
2012,98375,27520.641,27324.621,196.02,0.007
2013,98375,28139.842,27841.519,298.324,0.011
2014,98375,28681.966,28294.428,387.538,0.014
2015,98375,29344.067,28839.172,504.894,0.018
2016,98375,30202.601,29493.776,708.825,0.024
2017,98375,31434.288,30613.7,820.588,0.027
2018,98375,32318.695,31427.622,891.073,0.028
2019,98375,33173.257,32158.76,1014.497,0.032
2020,98375,33589.045,32453.374,1135.671,0.035
2011,98376,2009.61,2030.56,-20.95,-0.01
2012,98376,2021.085,2047.285,-26.2,-0.013
2013,98376,2023.751,2055.758,-32.007,-0.016
2014,98376,2056.538,2095.859,-39.321,-0.019
2015,98376,2062.484,2105.257,-42.774,-0.02
2016,98376,2039.134,2086.183,-47.048,-0.023
2017,98376,2067.547,2107.748,-40.201,-0.019
2018,98376,2085.76,2127.648,-41.888,-0.02
2019,98376,2108.029,2156.444,-48.415,-0.022
2020,98376,2127.717,2180.927,-53.21,-0.024
2011,98377,2045.699,2164.015,-118.316,-0.055
2012,98377,2062.869,2185.595,-122.726,-0.056
2013,98377,2056.569,2186.55,-129.981,-0.059
2014,98377,2044.387,2180.623,-136.236,-0.062
2015,98377,2048.425,2190.18,-141.755,-0.065
2016,98377,2003.371,2146.068,-142.697,-0.066
2017,98377,2012.728,2046.066,-33.338,-0.016
2018,98377,2024.117,2061.392,-37.275,-0.018
2019,98377,2061.977,2105.979,-44.002,-0.021
2020,98377,2067.959,2122.246,-54.287,-0.026
2011,98380,5233.287,5290.744,-57.457,-0.011
2012,98380,5172.584,5266.381,-93.797,-0.018
2013,98380,5107.961,5238.255,-130.295,-0.025
2014,98380,5096.903,5266.175,-169.272,-0.032
2015,98380,5064.93,5263.602,-198.671,-0.038
2016,98380,5077.435,5320.008,-242.573,-0.046
2017,98380,5089.76,5375.742,-285.982,-0.053
2018,98380,5096.641,5422.797,-326.156,-0.06
2019,98380,5147.613,5517.164,-369.551,-0.067
2020,98380,5172.389,5582.393,-410.003,-0.073
